Name,RAJ2000,DEJ2000,Type1,Type2,mag1,Orb.Per,Distance,5%,95%
QU Vul      , 20 26 46.0  , +27 50 43   ,Na,  ,19.61,0.111765,2577.14,1448.77,3875.07
KZ Gem      , 06 53 02.5  , +16 39 59   ,DN,UG,16.74,0.111220,1351.64,224.60,324.96
V597 Pup    , 08 16 18.0  , -34 15 25   ,Na,NL,20.02,0.111190,4366.88,2542.81,4897.03
V349 Pav    , 20 08 55.8  , -65 27 43   ,NL,AM,17.97,0.110900,667.73,89.80,117.86
PZ Vir      , 13 24 11.6  , +03 20 51   ,NL,AM, nan,0.110220,nan,nan,nan
CI Gem      , 06 30 05.9  , +22 18 51   ,DN,SU, nan,0.110000,nan,nan,nan
CS Ind      , 21 59 54.6  , -68 50 36   ,DN,  ,17.21,0.110000,329.72,14.30,15.41
J1721+44    , 17 21 00.0  , +44 00 00   ,NL,IP, nan,0.110000,nan,nan,nan
J0524+4244  , 05 24 30.5  , +42 44 51   ,NL,AM,17.11,0.109148,589.39,57.15,66.25
AX Cap      , 20 08 57.0  , -17 16 38   ,DN,SU, nan,0.109000,nan,nan,nan
V795 Her    , 17 12 56.1  , +33 31 21   ,NL,SH,13.08,0.108247,589.51,20.73,24.00
V  Per      , 02 01 53.9  , +56 44 04   ,N ,NL,18.14,0.107123,4940.77,2132.01,4471.38
V2491 Cyg   , 19 43 02.0  , +32 19 14   ,Na,IP,17.98,0.106700,6255.22,2523.95,4786.88
J2039-0429  , 20 39 37.7  , -04 29 08   ,DN,SU,17.86,0.105722,827.41,142.91,225.73
AP CrB      , 15 54 12.3  , +27 21 52   ,NL,AM,17.15,0.105462,208.78,4.82,5.14
V654 Aur    , 07 29 10.7  , +36 58 38   ,NL,AM,20.14,0.104000,2773.07,1889.74,4901.87
V434 Gem    , 07 48 13.5  , +29 05 09   ,NL,  ,19.20,0.104000,-10.05,0.02,0.02
J0659+2525  , 06 59 21.7  , +25 25 55   ,CV,  , nan,0.104000,nan,nan,nan
J1627+1204  , 16 27 18.5  , +12 04 35   ,DN,SU,19.03,0.104000,1472.25,533.70,1729.11
J1908+42    , 19 08 00.0  , +42 00 00   ,NL,IP, nan,0.103000,nan,nan,nan
IM Nor      , 15 39 26.5  , -52 19 18   ,Nr,  ,18.47,0.102600,2289.15,1367.77,4404.78
J1340+1513  , 13 40 52.1  , +15 13 41   ,DN,  ,17.97,0.102100,720.35,106.31,156.97
V348 Pup    , 07 12 32.9  , -36 05 40   ,NL,SW,15.75,0.101839,810.96,34.20,36.35
V1363 Cyg   , 20 06 11.5  , +33 42 38   ,DN,UG,16.27,0.101000,1799.56,220.73,284.55
J0011-0647  , 00 11 53.1  , -06 47 39   ,DN,UG,17.20,0.100281,523.28,56.54,74.10
V1239 Her   , 17 02 13.3  , +32 29 54   ,DN,SU,17.91,0.100082,295.99,18.16,19.42
J1543-5227  , 15 43 05.5  , -52 27 10   ,NL,AM,17.73,0.100000,3470.88,1457.74,3434.41
J1753-2921  , 17 53 10.0  , -29 21 21   ,DN,SU, nan,0.100000,nan,nan,nan
J0859+0536  , 08 59 09.2  , +05 36 55   ,NL,AM,18.08,0.099860,447.94,46.91,58.69
MN Dra      , 20 23 38.3  , +64 36 27   ,DN,SU,19.42,0.099800,1183.28,372.39,1077.84
J1619+0319  , 16 19 53.3  , +03 19 09   ,DN,  ,19.04,0.099401,2282.27,825.49,2151.02
V351 UMa    , 12 44 26.3  , +61 35 15   ,CV,  ,18.21,0.099200,720.06,116.58,171.70
V1006 Cyg   , 19 48 47.2  , +57 09 22   ,DN,SU,17.29,0.099040,481.51,24.77,27.06
J0648+0656  , 06 48 33.5  , +06 56 23   ,DN,SU,18.07,0.099000,336.11,27.94,34.86
J1751-2929#2, 17 51 31.6  , -29 29 56   ,NL,AM, nan,0.098800,nan,nan,nan
NGC 104-W71 , 00 24 10.6  , -72 05 16   ,CV,  , nan,0.098770,nan,nan,nan
J1128-3448  , 11 28 15.4  , -34 48 08   ,DN,SU,18.78,0.098500,563.90,93.43,136.07
J1830+1233  , 18 30 01.8  , +12 33 48   ,DN,SU,16.04,0.098022,340.47,9.15,9.72
NY Ser      , 15 13 02.3  , +23 15 08   ,DN,SU,16.08,0.097800,775.25,47.85,54.42
DD Cir      , 14 23 23.5  , -69 08 45   ,Na,IP, nan,0.097460,nan,nan,nan
QS Tel      , 19 38 35.7  , -46 12 57   ,NL,AM,16.88,0.097187,187.41,4.54,4.93
J1749+1913  , 17 49 02.1  , +19 13 30   ,DN,SU,19.38,0.097000,3469.54,2098.36,4561.60
J0814+0907  , 08 14 08.4  , +09 07 59   ,DN,SU,20.19,0.096000,3480.95,2388.37,4882.83
V516 Pup    , 08 03 45.5  , -47 48 45   ,NL,AM,18.22,0.095200,552.02,61.21,76.40
DV Sco      , 16 50 27.9  , -28 07 59   ,DN,SU,16.79,0.095000,764.23,57.00,67.24
V444 Peg    , 21 37 01.8  , +07 14 46   ,DN,SU,18.64,0.094700,419.71,59.36,83.50
J1425+1515  , 14 25 48.1  , +15 15 01   ,DN,SU, nan,0.094000,nan,nan,nan
V725 Aql    , 19 56 45.1  , +10 49 32   ,DN,SU, nan,0.093900,nan,nan,nan
KT Eri      , 04 47 54.2  , -10 10 43   ,Na,Nr,14.82,0.093800,4992.16,1170.27,2027.48
J0038+2509  , 00 38 27.0  , +25 09 25   ,DN,SU,18.79,0.093800,531.42,128.64,228.57
J0750+1411  , 07 51 00.0  , +14 11 50   ,DN,  ,18.95,0.093165,937.97,296.12,815.53
V381 Vel    , 10 16 58.9  , -41 03 45   ,NL,AM,17.74,0.093100,526.90,41.28,52.25
J0153+3408  , 01 53 21.5  , +34 08 56   ,DN,SU,20.32,0.093000,3205.72,2311.53,4818.36
J1200-1526  , 12 00 52.9  , -15 26 21   ,DN,SU,18.94,0.093000,707.33,258.37,1385.93
V1189 Her   , 16 29 36.5  , +26 35 20   ,NL,AM,18.77,0.093000,741.78,157.47,269.20
J2147+2445  , 21 47 38.4  , +24 45 54   ,DN,SU,18.36,0.092730,518.26,85.39,126.78
UW Pic      , 05 31 35.6  , -46 24 06   ,NL,AM,16.07,0.092640,291.22,6.05,6.01
J1503-2207  , 15 03 54.0  , -22 07 11   ,NL,AM,18.37,0.092620,398.96,45.29,61.13
AD Men      , 06 04 30.9  , -71 25 23   ,DN,SU,18.55,0.092200,575.81,95.02,138.72
J1536+3328  , 15 36 34.4  , +33 28 52   ,DN,SU,19.05,0.092100,993.87,308.38,762.90
J1333+1437  , 13 33 09.2  , +14 37 07   ,NL,AM,19.72,0.092000,-1.13,0.02,0.02
J2054-1940  , 20 54 08.2  , -19 40 27   ,DN,SU,20.09,0.092000,3908.77,2396.39,4682.70
J1625+1203  , 16 25 20.3  , +12 03 09   ,DN,SU,18.45,0.091433,480.33,79.23,112.02
J0846+3115  , 08 46 16.9  , +31 15 55   ,DN,SU, nan,0.091380,nan,nan,nan
HU Leo      , 09 24 44.5  , +08 01 51   ,NL,AM,18.79,0.091141,1103.59,568.26,3047.80
J1316-1513  , 13 16 25.7  , -15 13 13   ,DN,SU,20.37,0.091000,3261.44,2261.14,4868.80
J1847+5300  , 18 47 02.6  , +53 00 31   ,DN,SU, nan,0.091000,nan,nan,nan
V589 Her    , 16 22 07.2  , +19 22 36   ,DN,SU,18.88,0.090500,1129.49,290.14,629.73
GV Psc      , 01 13 06.7  , +21 52 51   ,DN,SU, nan,0.090000,nan,nan,nan
J2218+1925  , 22 18 32.7  , +19 25 21   ,NL,AM,17.26,0.090000,239.67,11.20,12.13
J2242-1945  , 22 42 58.0  , -19 45 52   ,DN,SU,19.28,0.090000,1046.91,518.92,2930.10
UV Gem      , 06 38 44.1  , +18 16 11   ,DN,SU,18.76,0.089500,698.75,158.43,301.28
MT Dra      , 18 46 58.9  , +55 38 29   ,NL,AM,17.62,0.089387,511.50,36.77,42.61
BT CrB      , 15 56 56.9  , +35 23 37   ,DN,  ,18.97,0.089200,1895.89,697.98,2185.96
GX Cas      , 00 49 01.5  , +56 52 45   ,DN,SU,18.26,0.089000,388.08,50.06,67.84
V1258 Cen   , 13 00 29.1  , -30 52 57   ,DN,SU,18.83,0.088941,383.01,79.60,128.27
J2234+0041  , 22 34 39.9  , +00 41 27   ,DN,  ,17.55,0.088400,509.81,60.08,81.51
GZ Cnc      , 09 15 51.7  , +09 00 50   ,DN,SU, nan,0.088100,nan,nan,nan
J2234-0355  , 22 34 18.4  , -03 55 30   ,DN,SU,20.44,0.088100,3733.28,2347.14,4744.42
J0637-2541  , 06 37 47.5  , -25 41 20   ,DN,SU,19.94,0.088000,3170.28,2041.26,4834.53
J0939+6956  , 09 39 55.7  , +69 56 46   ,DN,SU,19.50,0.088000,2999.59,1763.00,4555.17
J1557+1807  , 15 57 20.7  , +18 07 20   ,DN,  ,18.76,0.088000,1097.13,388.64,1274.61
J1623+7826  , 16 23 23.4  , +78 26 03   ,DN,SU,18.45,0.088000,407.06,40.06,48.63
V344 Lyr    , 18 44 39.2  , +43 22 28   ,DN,SU,16.30,0.087904,1086.22,127.81,166.88
UZ For      , 03 35 28.6  , -25 44 23   ,NL,AM,16.69,0.087865,239.69,6.61,7.49
J0738+2855  , 07 38 17.8  , +28 55 20   ,CV,  ,18.54,0.087500,1085.98,438.41,2160.10
EU Cnc      , 08 51 27.2  , +11 46 57   ,NL,AM,20.49,0.087100,3692.14,2638.07,5071.93
IR Com      , 12 39 32.0  , +21 08 06   ,DN,  ,16.72,0.087039,220.86,6.10,6.72
J0038+7921  , 00 38 37.5  , +79 21 37   ,DN,SU,16.49,0.087000,788.32,68.12,78.72
J2126+2538  , 21 26 24.2  , +25 38 27   ,DN,SU,18.64,0.087000,597.54,151.47,281.77
J2212+1601  , 22 12 32.0  , +16 01 40   ,DN,SU,19.44,0.087000,2931.25,1997.98,4795.43
J1331-3155  , 13 31 35.2  , -31 55 41   ,NL,AM, nan,0.086839,nan,nan,nan
HU Aqr      , 21 07 58.3  , -05 17 39   ,NL,AM,16.47,0.086820,192.37,3.74,3.97
YZ Cnc      , 08 10 56.6  , +28 08 34   ,DN,SU,13.99,0.086800,239.51,4.47,4.41
J1740-2847  , 17 40 09.1  , -28 47 26   ,NL,IP,18.90,0.086800,3352.65,1910.76,4283.41
J0614-2725  , 06 14 51.7  , -27 25 35   ,NL,AM,18.97,0.086600,1175.24,421.54,1579.91
J1743-0429  , 17 43 20.3  , -04 29 57   ,NL,AM,16.57,0.086600,213.59,5.03,5.37
V419 Lyr    , 19 10 13.9  , +29 06 14   ,DN,SU,18.73,0.086400,-10.57,0.02,0.02
J0009-1210  , 00 09 38.2  , -12 10 16   ,DN,SU, nan,0.086200,nan,nan,nan
J1751-2929#1, 17 51 29.1  , -29 29 24   ,NL,AM,19.15,0.086200,-2.80,0.02,0.01
V823 Cyg    , 20 01 49.3  , +36 07 24   ,DN,SU,18.97,0.086000,951.90,128.33,174.77
J0959-1601  , 09 59 26.5  , -16 01 47   ,DN,SU,19.30,0.086000,1705.78,1120.50,4088.54
J1047-6041  , 10 47 57.2  , -60 41 23   ,DN,SU,20.67,0.086000,-0.84,0.01,0.01
J1243+4332  , 12 43 12.1  , +43 32 00   ,DN,SU,20.89,0.086000,3186.54,2369.05,5107.23
J1556-0804  , 15 56 31.0  , -08 04 40   ,DN,SU,18.36,0.086000,1201.63,335.69,940.05
J2203+3056  , 22 03 28.2  , +30 56 37   ,DN,SU,19.62,0.086000,2961.06,2084.34,4807.75
DV UMa      , 09 46 36.7  , +44 46 45   ,DN,SU,18.67,0.085853,415.78,80.92,149.77
V452 Cas    , 00 52 18.1  , +53 51 50   ,DN,SU,18.55,0.085700,1015.30,300.80,642.09
V713 Cep    , 20 46 38.7  , +60 38 04   ,DN,SU,18.48,0.085418,347.99,29.36,35.69
NGC 6656-CV2, 18 36 02.7  , -23 55 25   ,DN,SU, nan,0.085200,nan,nan,nan
J0841+2100  , 08 41 27.4  , +21 00 54   ,DN,SU, nan,0.085000,nan,nan,nan
J1639+1224  , 16 39 42.7  , +12 24 14   ,DN,SU,20.29,0.085000,3148.15,2039.98,5002.76
J1805-2743  , 18 05 07.1  , -27 43 09   ,DN,  ,17.56,0.085000,4600.84,2306.74,4806.85
J2126+2019  , 21 26 25.1  , +20 19 46   ,DN,SU,18.81,0.085000,2127.17,1169.77,3806.01
J0519+1554  , 05 19 22.9  , +15 54 35   ,DN,  ,17.48,0.084900,639.21,61.93,80.20
J2031-0005  , 20 31 37.6  , -00 05 12   ,NL,AM,20.31,0.084810,1753.14,1168.77,4341.29
J0328+0522  , 03 28 55.0  , +05 22 54   ,NL,AM,20.20,0.084700,1402.71,868.21,4238.51
KK Tel      , 20 28 38.5  , -52 18 45   ,DN,SU,19.21,0.084500,720.76,229.14,739.02
NSV 5285    , 11 39 50.6  , +45 58 18   ,DN,SU,19.49,0.084500,904.20,430.04,2853.74
J1417-1803  , 14 17 12.0  , -18 03 28   ,DN,  ,20.05,0.084500,2228.44,1682.96,4652.13
TY PsA      , 22 49 39.9  , -27 06 54   ,DN,SU,15.80,0.084230,184.34,3.54,3.55
BF Ara      , 17 38 21.3  , -47 10 41   ,DN,SU,18.21,0.084180,515.19,84.17,120.28
V516 Lyr    , 19 20 35.7  , +37 44 52   ,DN,SU, nan,0.084000,nan,nan,nan
EF Peg      , 21 15 04.1  , +14 03 49   ,DN,SU,18.08,0.083700,266.49,44.50,74.45
J1730+0338  , 17 30 06.5  , +03 38 20   ,NL,AM,19.15,0.083478,550.61,129.49,263.40
QU Aqr      , 21 00 14.1  , +00 44 46   ,DN,SU,18.16,0.083304,987.07,168.45,268.49
V1007 Her   , 17 24 06.3  , +41 14 09   ,NL,AM,18.98,0.083284,474.62,70.07,99.96
QZ Ser      , 15 56 54.5  , +21 07 20   ,DN,SU,17.24,0.083161,323.12,16.40,17.23
MT Com      , 12 55 10.7  , +26 42 26   ,DN,ZZ,19.25,0.083000,444.12,111.37,230.99
J1748+5050  , 17 48 27.9  , +50 50 40   ,DN,SU,19.04,0.083000,847.15,226.19,489.44
J1753-6417  , 17 53 51.3  , -64 17 40   ,DN,SU,20.53,0.083000,3606.97,2376.26,4929.91
J2320+4443  , 23 20 22.4  , +44 43 31   ,DN,SU, nan,0.083000,nan,nan,nan
J2258-0949  , 22 58 31.2  , -09 49 32   ,DN,SU,15.08,0.082900,296.86,7.83,8.14
BG Ari      , 01 51 51.9  , +14 00 47   ,DN,SU,19.74,0.082420,2415.42,1682.85,4735.76
HV Aur      , 04 53 16.8  , +38 16 29   ,DN,SU,19.47,0.082400,715.52,218.37,607.86
V364 Peg    , 21 12 29.7  , +12 32 04   ,DN,SU,19.40,0.082200,3267.03,2061.68,4366.35
TU Crt      , 11 03 36.5  , -21 37 46   ,DN,SU,17.75,0.082090,313.27,22.09,24.62
V369 Peg    , 23 03 41.8  , +17 17 56   ,DN,SU,20.11,0.082000,3549.70,2362.64,4687.42
J1013+4558  , 10 13 23.6  , +45 58 59   ,DN,SU,19.21,0.082000,1067.25,464.82,2476.46
J1459+3548  , 14 59 21.8  , +35 48 05   ,DN,SU, nan,0.082000,nan,nan,nan
J1652+4605  , 16 52 36.3  , +46 05 15   ,DN,SU, nan,0.082000,nan,nan,nan
J1850+4044  , 18 50 50.6  , +40 44 06   ,DN,SU,17.51,0.082000,2633.97,746.48,1652.33
RX Cha      , 10 36 26.3  , -80 02 48   ,DN,SU,20.49,0.081800,1291.57,855.13,4543.98
KP Cas      , 00 38 54.8  , +61 13 00   ,DN,SU,19.07,0.081400,602.95,124.21,216.28
J0711+4404  , 07 11 26.0  , +44 04 05   ,NL,AM,17.40,0.081377,217.18,8.80,9.07
V1974 Cyg   , 20 30 31.7  , +52 37 51   ,Na,SH,17.19,0.081260,1689.24,265.00,399.36
V1032 Oph   , 16 26 09.7  , -03 53 25   ,DN,SU,17.44,0.081056,427.91,27.02,31.88
J1324-6512  , 13 24 01.6  , -65 12 20   ,DN,SU, nan,0.081000,nan,nan,nan
J1940-4724  , 19 40 37.6  , -47 24 49   ,DN,  ,16.73,0.081000,349.95,11.47,12.73
J1040-6233  , 10 40 14.3  , -62 33 18   ,DN,SU, nan,0.080919,nan,nan,nan
V877 Ara    , 17 16 53.9  , -65 32 52   ,DN,SU,19.49,0.080900,2405.65,1481.01,4540.47
J1504+0847  , 15 04 41.8  , +08 47 53   ,DN,SU,19.08,0.080900,1718.65,852.62,3395.25
V1237 Her   , 17 00 53.3  , +40 03 58   ,NL,AM,18.13,0.080802,538.66,48.26,61.94
CP Dra      , 10 15 39.8  , +73 26 05   ,DN,SU,19.96,0.080800,2138.91,1319.82,4371.97
J0810+0024  , 08 10 30.6  , +00 24 29   ,NL,AM,19.96,0.080660,3295.16,2309.24,4471.45
AR UMa      , 11 15 44.7  , +42 58 23   ,NL,AM,16.26,0.080501,101.25,2.02,2.26
AR Pic      , 05 49 45.4  , -49 21 56   ,DN,SU,17.15,0.080220,319.13,12.33,13.97
WW Hor      , 02 36 11.5  , -52 19 14   ,NL,AM,19.49,0.080199,336.34,45.62,64.53
J0912+6209  , 09 12 42.2  , +62 09 40   ,DN,SU,19.18,0.080100,314.58,53.36,82.88
V493 Ser    , 15 56 44.3  , -00 09 51   ,DN,SU,18.33,0.080100,314.44,30.34,38.85
J0008+7731  , 00 08 20.4  , +77 31 19   ,DN,SU, nan,0.080000,nan,nan,nan
J0851+3444  , 08 51 13.4  , +34 44 49   ,DN,SU,19.57,0.080000,1176.02,625.15,3585.60
J1026+1920  , 10 26 16.1  , +19 20 45   ,DN,SU,19.97,0.080000,3336.51,2253.91,4947.10
J1050+3328  , 10 50 26.0  , +33 28 13   ,DN,SU, nan,0.080000,nan,nan,nan
J1444-1311  , 14 44 53.0  , -13 11 18   ,DN,SU,20.23,0.080000,2061.82,1565.67,4484.73
J1751+3521  , 17 51 30.2  , +35 21 23   ,DN,SU,20.42,0.080000,3505.60,2267.36,4685.53
J2102+0258  , 21 02 05.7  , +02 58 34   ,DN,SU, nan,0.080000,nan,nan,nan
J2216+7054  , 22 16 21.9  , +70 54 16   ,DN,SU,20.49,0.080000,1049.15,702.75,4525.25
J2311+2040  , 23 11 42.8  , +20 40 36   ,DN,SU,20.44,0.080000,-3.69,0.01,0.02
AN UMa      , 11 04 25.7  , +45 03 15   ,NL,AM, nan,0.079753,nan,nan,nan
J0000+3325  , 00 00 24.6  , +33 25 43   ,DN,SU,20.54,0.079700,-0.41,0.02,0.01
J0002+4242  , 00 02 22.3  , +42 42 14   ,DN,SU,18.05,0.079650,459.93,68.14,92.37
EK UMa      , 10 51 35.2  , +54 04 36   ,NL,AM,18.89,0.079544,859.73,255.01,623.86
RS Car      , 11 08 05.8  , -61 56 09   ,N ,SH,18.19,0.079500,5059.10,2143.36,4464.11
V728 CrA    , 17 59 16.5  , -42 35 07   ,DN,SU,17.05,0.079500,590.92,55.68,65.83
BR Lup      , 15 35 53.1  , -40 34 05   ,DN,SU,17.76,0.079500,657.91,111.87,164.92
AC LMi      , 10 19 47.3  , +33 57 54   ,DN,  ,19.09,0.079200,840.46,224.68,531.71
J1821+2121  , 18 21 42.8  , +21 21 54   ,DN,SU,19.27,0.079200,535.49,113.47,191.03
J0357+1029  , 03 57 58.6  , +10 29 42   ,NL,AM,18.18,0.079181,1008.54,215.91,374.31
ST LMi      , 11 05 39.8  , +25 06 29   ,NL,AM,16.13,0.079089,113.21,1.78,1.81
J0006-6900  , 00 06 33.4  , -69 00 34   ,DN,  ,15.11,0.079000,246.85,2.50,2.68
J0045+5032  , 00 45 27.5  , +50 32 16   ,DN,SU,18.97,0.079000,314.58,43.85,59.90
J0334-0710  , 03 34 49.9  , -07 10 48   ,DN,SU,18.75,0.079000,457.45,87.37,133.28
J0946-0056  , 09 46 06.9  , -00 56 01   ,DN,SU,20.07,0.079000,2884.27,2013.81,4809.51
J1312-4218  , 13 12 13.5  , -42 18 09   ,DN,SU,20.76,0.079000,-2.97,0.02,0.02
J1736+0716  , 17 36 15.1  , +07 16 56   ,DN,SU, nan,0.079000,nan,nan,nan
BL Hyi      , 01 41 00.3  , -67 53 28   ,NL,AM,17.25,0.078915,130.73,1.94,2.12
J1642+1347  , 16 42 48.5  , +13 47 51   ,DN,  ,17.83,0.078900,546.59,51.83,63.91
V489 Ser    , 15 55 32.0  , -00 10 55   ,DN,  ,18.99,0.078850,730.60,204.45,498.94
J0211+1716  , 02 11 10.2  , +17 16 24   ,DN,SU,19.81,0.078800,2711.31,1821.81,4730.98
MR Ser      , 15 52 47.2  , +18 56 28   ,NL,AM,16.23,0.078798,131.77,1.42,1.37
NSV 14652   , 23 38 48.7  , +28 19 55   ,DN,SU,18.38,0.078700,674.83,137.39,241.82
FR Lyn      , 08 54 14.0  , +39 05 37   ,NL,AM,19.19,0.078650,671.75,204.97,651.33
AX For      , 02 19 28.0  , -30 45 46   ,DN,SU,17.80,0.078500,340.03,29.17,37.91
V884 Her    , 18 02 06.5  , +18 04 43   ,NL,AM,13.49,0.078480,115.10,0.50,0.51
V2301 Oph   , 18 00 35.6  , +08 10 13   ,NL,AM,16.75,0.078450,121.31,1.98,2.05
BZ Cir      , 14 54 15.2  , -68 16 19   ,DN,SU,17.06,0.078400,463.72,24.86,27.45
V660 Her    , 17 42 09.2  , +23 48 31   ,DN,SU,18.56,0.078260,850.09,164.90,273.69
J1039-6245  , 10 39 57.0  , -62 45 18   ,DN,SU,18.99,0.078218,-5.39,0.02,0.02
PV Per      , 02 42 53.5  , +38 04 04   ,DN,SU,18.87,0.078100,2771.27,1596.50,4282.00
CU Vel      , 08 58 32.9  , -41 47 51   ,DN,SU,16.71,0.078054,159.20,2.54,2.61
J0634+4120  , 06 34 38.0  , +41 20 47   ,DN,SU, nan,0.078000,nan,nan,nan
J0800+1924  , 08 00 33.9  , +19 24 16   ,DN,SU,19.72,0.078000,857.30,272.58,968.64
J1027-4343  , 10 27 05.8  , -43 43 41   ,DN,SU,19.04,0.078000,792.21,210.95,502.93
V359 Cen    , 11 58 15.3  , -41 46 10   ,N?,DN,18.75,0.077900,379.85,47.26,60.51
PU UMa      , 09 01 03.9  , +48 09 11   ,DN,SU,19.69,0.077881,1193.03,691.69,3908.19
TY Vul      , 20 41 44.0  , +25 35 11   ,DN,SU,19.73,0.077800,2362.33,1446.03,4027.04
V503 Cyg    , 20 27 17.4  , +43 41 23   ,DN,SU,17.19,0.077759,442.25,26.30,30.06
J1126-1002  , 11 26 34.0  , -10 02 10   ,DN,  ,18.93,0.077447,740.41,278.30,1252.44
DH Aql      , 19 26 10.8  , -10 15 29   ,DN,SU,17.97,0.077400,284.22,24.13,29.23
J1244+3004  , 12 44 17.9  , +30 04 01   ,DN,SU,20.06,0.077400,1322.29,763.21,3950.54
J0406+0052  , 04 06 59.8  , +00 52 44   ,DN,SU,18.40,0.077300,583.12,96.74,144.28
CD Ind      , 21 15 41.0  , -58 40 54   ,NL,AM,17.13,0.077006,244.15,9.47,9.77
AB Nor      , 15 49 15.5  , -43 04 49   ,DN,SU,20.00,0.077000,1396.85,949.37,4193.53
V344 Pav    , 19 16 09.7  , -62 35 53   ,DN,SU,20.14,0.077000,3436.31,2334.41,4704.08
J0021-5719  , 00 21 30.9  , -57 19 22   ,DN,SU,17.74,0.077000,662.10,68.10,81.16
J0726+8332  , 07 26 37.2  , +83 32 19   ,DN,SU,20.09,0.077000,1319.47,731.42,3517.06
J0732+4130  , 07 32 08.1  , +41 30 09   ,DN,SU, nan,0.077000,nan,nan,nan
J1052-0643  , 10 52 15.3  , -06 43 26   ,DN,SU,19.09,0.077000,4208.63,2315.64,4636.07
J1527+6327  , 15 27 55.1  , +63 27 54   ,DN,SU,18.77,0.077000,606.62,108.48,178.01
J1817+6708  , 18 17 52.5  , +67 08 08   ,DN,SU, nan,0.077000,nan,nan,nan
J1926-6526  , 19 26 08.9  , -65 26 21   ,DN,SU, nan,0.077000,nan,nan,nan
J2343-5852  , 23 43 38.2  , -58 52 47   ,DN,SU,19.78,0.077000,3493.58,2218.64,4873.78
HS Vir      , 13 43 38.4  , -08 14 03   ,DN,SU,15.79,0.076900,352.71,11.10,11.96
J0254+2244  , 02 54 43.7  , +22 44 02   ,DN,SU,17.21,0.076819,295.74,13.74,16.01
HY Psc      , 23 03 51.7  , +01 06 52   ,DN,SU,17.86,0.076700,836.59,306.59,1256.19
V630 Cyg    , 21 34 59.2  , +40 40 19   ,DN,SU,19.19,0.076600,496.10,106.00,183.85
J1730+6247  , 17 30 08.3  , +62 47 55   ,DN,SU,16.42,0.076600,537.21,17.05,18.53
V1113 Cyg   , 19 22 42.1  , +52 44 00   ,DN,SU,19.06,0.076500,3082.08,1822.11,4491.53
AW Gem      , 07 22 40.6  , +28 30 16   ,DN,SU,19.08,0.076500,507.51,101.10,170.83
J1751-2933#2, 17 51 33.6  , -29 33 13   ,NL,AM,17.57,0.076400,-3.75,0.01,0.02
SU UMa      , 08 12 28.2  , +62 36 23   ,DN,SU,15.29,0.076350,220.59,2.28,2.20
T  Pyx      , 09 04 41.5  , -32 22 47   ,Nr,SS,15.67,0.076223,3387.65,628.04,1015.54
QY Per      , 03 15 36.8  , +42 28 14   ,DN,SU,20.50,0.076100,3639.13,2379.46,4895.11
RZ Leo      , 11 37 22.3  , +01 48 58   ,DN,SU,18.24,0.076038,286.74,31.86,44.31
V368 Per    , 02 47 32.6  , +34 58 28   ,DN,SU,20.23,0.076000,-0.78,0.02,0.02
J1900-4930  , 19 00 05.3  , -49 30 34   ,DN,SU,19.85,0.076000,3557.61,2266.05,4565.96
J1909-6328  , 19 09 55.8  , -63 28 06   ,DN,SU, nan,0.076000,nan,nan,nan
V893 Sco    , 16 15 15.1  , -28 37 31   ,DN,SU,14.65,0.075961,124.14,1.29,1.35
EG Aqr      , 23 25 19.2  , -08 18 19   ,DN,SU,18.97,0.075960,360.09,68.44,103.01
WY Tri      , 02 25 00.5  , +32 59 56   ,DN,SU,17.63,0.075900,497.19,50.10,59.55
J1222-3115  , 12 22 21.7  , -31 15 23   ,DN,SU,18.85,0.075879,241.74,30.43,42.77
TT Boo      , 14 57 44.7  , +40 43 42   ,DN,SU,18.95,0.075600,732.34,147.86,238.58
J0812+1318  , 08 12 07.6  , +13 18 24   ,DN,SU,19.58,0.075600,3478.44,2211.97,4539.74
J1626-1255  , 16 26 19.9  , -12 55 56   ,DN,  ,20.44,0.075460,3372.80,2349.45,5120.69
CE Gru      , 21 37 56.4  , -43 42 13   ,NL,AM, nan,0.075400,nan,nan,nan
V342 Cam    , 04 23 32.9  , +74 52 50   ,DN,SU,17.65,0.075310,284.64,14.05,15.27
J0839+2828  , 08 39 31.4  , +28 28 24   ,DN,SU,20.35,0.075300,2940.18,2175.07,4662.50
J2158+0947  , 21 58 15.3  , +09 47 10   ,DN,SU,17.49,0.075200,272.71,18.34,21.60
J1005+1911  , 10 05 15.4  , +19 11 08   ,DN,SU,18.05,0.075100,400.91,54.81,79.75
J0741-0945  , 07 41 12.7  , -09 45 56   ,DN,SU,18.91,0.075000,535.23,102.79,158.74
J1545+4428  , 15 45 44.9  , +44 28 30   ,DN,SU,20.63,0.075000,-4.07,0.01,0.01
J1821+1709  , 18 21 13.9  , +17 09 16   ,DN,SU,19.73,0.075000,565.72,204.66,1040.08
J1915+4036  , 19 15 11.8  , +40 36 26   ,DN,SU,14.60,0.075000,2161.40,136.24,151.92
J1939+3927  , 19 39 48.8  , +39 27 19   ,DN,SU, nan,0.075000,nan,nan,nan
J2118-3413  , 21 18 04.3  , -34 13 43   ,DN,  ,15.59,0.075000,269.24,7.34,7.32
FT Cam      , 03 21 14.4  , +61 05 27   ,DN,SU,17.45,0.074990,249.51,8.68,8.93
BK Lyn      , 09 20 11.2  , +33 56 42   ,DN,ER,14.52,0.074980,507.25,27.27,30.80
